bank_category,bank_code,bank_name,district_code,district_name,branch_code,branch_name,routing_number
Private Commercial Bank (Conventional),210,Standard Bank,15,Chattogram,030,Bakalia,210150308
Private Commercial Bank (Conventional),210,Standard Bank,15,Chattogram,148,CDA Avenue,210151486
Private Commercial Bank (Conventional),210,Standard Bank,15,Chattogram,008,Chaktai,210150087
Private Commercial Bank (Conventional),210,Standard Bank,15,Chattogram,157,Chattogram EPZ,210151578
Private Commercial Bank (Conventional),210,Standard Bank,15,Chattogram,208,Chattogram University,210152085
Private Commercial Bank (Conventional),210,Standard Bank,15,Chattogram,217,Chowdhuryhat,210152177
Private Commercial Bank (Conventional),210,Standard Bank,15,Chattogram,307,Gunagari,210153071
Private Commercial Bank (Conventional),210,Standard Bank,15,Chattogram,358,Jamal Khan Road,210153589
Private Commercial Bank (Conventional),210,Standard Bank,15,Chattogram,364,Jubilee Road,210153642
Private Commercial Bank (Conventional),210,Standard Bank,15,Chattogram,373,Kadamtali,210153734
Private Commercial Bank (Conventional),210,Standard Bank,15,Chattogram,032,Karnaphuli,210150324
Private Commercial Bank (Conventional),210,Standard Bank,15,Chattogram,427,Khatunganj,210154270
Private Commercial Bank (Conventional),210,Standard Bank,15,Chattogram,445,Kumira,210154454
Private Commercial Bank (Conventional),210,Standard Bank,15,Chattogram,175,Nangalmora SME,210151752
Private Commercial Bank (Conventional),210,Standard Bank,15,Chattogram,590,Oxygen Mor,210155903
Private Commercial Bank (Conventional),210,Standard Bank,15,Chattogram,592,Pahartali,210155929
Private Commercial Bank (Conventional),210,Standard Bank,15,Chattogram,604,Panchlaish,210156049
Private Commercial Bank (Conventional),210,Standard Bank,15,Chattogram,613,Patherhat,210156131
Private Commercial Bank (Conventional),210,Standard Bank,15,Chattogram,673,Sadarghat,210156731
Private Commercial Bank (Conventional),210,Standard Bank,15,Chattogram,691,Sandwip,210156915
Private Commercial Bank (Conventional),210,Standard Bank,15,Chattogram,075,Shakpura,210150753
Private Commercial Bank (Conventional),210,Standard Bank,15,Chattogram,051,Sheikh Mujib Road,210150511
Private Commercial Bank (Conventional),210,Standard Bank,18,Chuadanga,004,Alamdanga,210180044
Private Commercial Bank (Conventional),210,Standard Bank,18,Chuadanga,019,Chuadanga,210180194
Private Commercial Bank (Conventional),210,Standard Bank,22,Cox's Bazar,025,Cox's Bazar,210220254
Private Commercial Bank (Conventional),210,Standard Bank,22,Cox's Bazar,076,Maheshkhali,210220762
Private Commercial Bank (Conventional),210,Standard Bank,19,Cumilla,115,Cumilla,210191154
Private Commercial Bank (Conventional),210,Standard Bank,19,Cumilla,334,Nimsar,210193349
Private Commercial Bank (Conventional),210,Standard Bank,19,Cumilla,364,Ramchandrapur,210193644
Private Commercial Bank (Conventional),210,Standard Bank,27,Dhaka,013,Aganagar,210270138
Private Commercial Bank (Conventional),210,Standard Bank,26,Dhaka,020,Ashkona,210260201
Private Commercial Bank (Conventional),210,Standard Bank,26,Dhaka,022,Ashulia,210260227
Private Commercial Bank (Conventional),210,Standard Bank,26,Dhaka,043,Banani,210260430
Private Commercial Bank (Conventional),210,Standard Bank,26,Dhaka,091,Dakkhinkhan,210260919
Private Commercial Bank (Conventional),210,Standard Bank,26,Dhaka,122,Dhaka Udyan,210261226
Private Commercial Bank (Conventional),210,Standard Bank,26,Dhaka,118,Dhanmondi,210261189
Private Commercial Bank (Conventional),210,Standard Bank,27,Dhaka,208,Ekuria,210272086
Private Commercial Bank (Conventional),210,Standard Bank,27,Dhaka,232,Foreign Exchange,210272323
Private Commercial Bank (Conventional),210,Standard Bank,26,Dhaka,169,Green Road,210261697
Private Commercial Bank (Conventional),210,Standard Bank,26,Dhaka,172,Gulshan,210261721
Private Commercial Bank (Conventional),210,Standard Bank,26,Dhaka,193,Gulshan 1,210261934
Private Commercial Bank (Conventional),210,Standard Bank,26,Dhaka,050,Hemayetpur,210260506
Private Commercial Bank (Conventional),210,Standard Bank,27,Dhaka,280,Imamganj,210272802
Private Commercial Bank (Conventional),210,Standard Bank,27,Dhaka,298,Islampur,210272981
Private Commercial Bank (Conventional),210,Standard Bank,26,Dhaka,151,Kamarpara,210261518
Private Commercial Bank (Conventional),210,Standard Bank,26,Dhaka,253,Karwan Bazar,210262533
Private Commercial Bank (Conventional),210,Standard Bank,27,Dhaka,033,Kholamora,210270338
Private Commercial Bank (Conventional),210,Standard Bank,27,Dhaka,394,Malibagh,210273948
Private Commercial Bank (Conventional),210,Standard Bank,27,Dhaka,400,Matuail,210274000
Private Commercial Bank (Conventional),210,Standard Bank,26,Dhaka,298,Mirpur,210262988
Private Commercial Bank (Conventional),210,Standard Bank,26,Dhaka,319,Mohakhali,210263190
Private Commercial Bank (Conventional),210,Standard Bank,26,Dhaka,328,Mohammadpur,210263282
Private Commercial Bank (Conventional),210,Standard Bank,27,Dhaka,451,Munshikhola,210274518
Private Commercial Bank (Conventional),210,Standard Bank,27,Dhaka,469,Nawabganj,210274697
Private Commercial Bank (Conventional),210,Standard Bank,27,Dhaka,475,Nawabpur Road,210274750
Private Commercial Bank (Conventional),210,Standard Bank,27,Dhaka,502,New Eskaton,210275025
Private Commercial Bank (Conventional),210,Standard Bank,27,Dhaka,505,North Brook Hall Road,210275054
Private Commercial Bank (Conventional),210,Standard Bank,27,Dhaka,511,North South Road,210275117
Private Commercial Bank (Conventional),210,Standard Bank,26,Dhaka,358,Pallabi,210263587
Private Commercial Bank (Conventional),210,Standard Bank,26,Dhaka,361,Panthapath,210263611
Private Commercial Bank (Conventional),210,Standard Bank,26,Dhaka,370,Pragati Sarani,210263703
Private Commercial Bank (Conventional),210,Standard Bank,27,Dhaka,535,Principal,210275359
Private Commercial Bank (Conventional),210,Standard Bank,26,Dhaka,397,Ring Road,210263974
Private Commercial Bank (Conventional),210,Standard Bank,26,Dhaka,409,Savar SME,210264094
Private Commercial Bank (Conventional),210,Standard Bank,26,Dhaka,024,Sonargaon Janapath,210260243
Private Commercial Bank (Conventional),210,Standard Bank,27,Dhaka,673,Topkhana Road,210276732
Private Commercial Bank (Conventional),210,Standard Bank,26,Dhaka,469,Uttara Model Town,210264694
Private Commercial Bank (Conventional),210,Standard Bank,28,Dinajpur,067,Dinajpur,210280678
Private Commercial Bank (Conventional),210,Standard Bank,28,Dinajpur,187,Fulbari,210281877
Private Commercial Bank (Conventional),210,Standard Bank,28,Dinajpur,011,Hili,210280115
Private Commercial Bank (Conventional),210,Standard Bank,29,Faridpur,052,Faridpur,210290521
Private Commercial Bank (Conventional),210,Standard Bank,30,Feni,052,Feni,210300529
Private Commercial Bank (Conventional),210,Standard Bank,32,Gaibandha,058,Gobindaganj,210320583
Private Commercial Bank (Conventional),210,Standard Bank,33,Gazipur,052,Gazipur SME,210330528
Private Commercial Bank (Conventional),210,Standard Bank,33,Gazipur,029,Nayanpur,210330294
Private Commercial Bank (Conventional),210,Standard Bank,33,Gazipur,142,Shafipur,210331422
Private Commercial Bank (Conventional),210,Standard Bank,33,Gazipur,163,Tongi,210331635
Private Commercial Bank (Conventional),210,Standard Bank,35,Gopalganj,037,Gopalganj,210350379
Private Commercial Bank (Conventional),210,Standard Bank,35,Gopalganj,058,Kashiani,210350582
Private Commercial Bank (Conventional),210,Standard Bank,35,Gopalganj,067,Kotalipara,210350674
Private Commercial Bank (Conventional),210,Standard Bank,35,Gopalganj,073,Muksudpur,210350737
Private Commercial Bank (Conventional),210,Standard Bank,35,Gopalganj,083,Tungipara,210350832
Private Commercial Bank (Conventional),210,Standard Bank,39,Jamalpur,010,Bakshiganj,210390100
Private Commercial Bank (Conventional),210,Standard Bank,41,Jashore,028,Benapole,210410280
Private Commercial Bank (Conventional),210,Standard Bank,41,Jashore,094,Jashore,210410943
Private Commercial Bank (Conventional),210,Standard Bank,44,Jhenaidah,064,Jhenaidah,210440647
Private Commercial Bank (Conventional),210,Standard Bank,47,Khulna,005,Khan Jahan Ali,210470059
Private Commercial Bank (Conventional),210,Standard Bank,47,Khulna,154,Khulna,210471540
Private Commercial Bank (Conventional),210,Standard Bank,48,Kishoreganj,020,Bhairab SME,210480207
Private Commercial Bank (Conventional),210,Standard Bank,50,Kushtia,088,Kumarkhali,210500882
Private Commercial Bank (Conventional),210,Standard Bank,50,Kushtia,094,Kushtia,210500945
Private Commercial Bank (Conventional),210,Standard Bank,54,Madaripur,070,Shibchar,210540705
Private Commercial Bank (Conventional),210,Standard Bank,54,Madaripur,079,Takerhat Bazar,210540792
Private Commercial Bank (Conventional),210,Standard Bank,58,Moulvibazar,118,Moulvibazar,210581180
Private Commercial Bank (Conventional),210,Standard Bank,58,Moulvibazar,172,Sreemangal,210581722
Private Commercial Bank (Conventional),210,Standard Bank,61,Mymensingh,175,Mymensingh,210611755
Private Commercial Bank (Conventional),210,Standard Bank,64,Naogaon,016,Atrai,210640168
Private Commercial Bank (Conventional),210,Standard Bank,64,Naogaon,109,Mohadebpur,210641091
Private Commercial Bank (Conventional),210,Standard Bank,67,Narayanganj,030,Afaznagar,210670309
Private Commercial Bank (Conventional),210,Standard Bank,67,Narayanganj,015,Banti Bazar,210670154
Private Commercial Bank (Conventional),210,Standard Bank,67,Narayanganj,022,Bhulta,210670220
Private Commercial Bank (Conventional),210,Standard Bank,67,Narayanganj,023,Chashara,210670233
Private Commercial Bank (Conventional),210,Standard Bank,67,Narayanganj,082,Kanchpur,210670820
Private Commercial Bank (Conventional),210,Standard Bank,67,Narayanganj,118,Narayanganj,210671182
Private Commercial Bank (Conventional),210,Standard Bank,68,Narsingdi,067,Madhabdi,210680678
Private Commercial Bank (Conventional),210,Standard Bank,68,Narsingdi,085,Narsingdi,210680852
Private Commercial Bank (Conventional),210,Standard Bank,73,Nilphamari,073,Nilphamari,210730731
Private Commercial Bank (Conventional),210,Standard Bank,73,Nilphamari,119,Saidpur SME,210731198
Private Commercial Bank (Conventional),210,Standard Bank,75,Noakhali,025,Basurhat,210750258
Private Commercial Bank (Conventional),210,Standard Bank,76,Pabna,178,Pabna,210761784
Private Commercial Bank (Conventional),210,Standard Bank,78,Patuakhali,109,Patuakhali,210781098
Private Commercial Bank (Conventional),210,Standard Bank,79,Pirojpur,052,Mathbaria,210790526
Private Commercial Bank (Conventional),210,Standard Bank,82,Rajbari,028,Goalanda,210820283
Private Commercial Bank (Conventional),210,Standard Bank,81,Rajshahi,022,Baneshwar,210810222
Private Commercial Bank (Conventional),210,Standard Bank,81,Rajshahi,193,Rajshahi,210811939
Private Commercial Bank (Conventional),210,Standard Bank,85,Rangpur,136,Pirganj,210851360
Private Commercial Bank (Conventional),210,Standard Bank,85,Rangpur,145,Rangpur,210851452
Private Commercial Bank (Conventional),210,Standard Bank,87,Satkhira,109,Satkhira,210871090
Private Commercial Bank (Conventional),210,Standard Bank,86,Shariatpur,015,Bhajeshwar Bazar,210860151
Private Commercial Bank (Conventional),210,Standard Bank,88,Sirajganj,091,Hatikumrul,210880915
Private Commercial Bank (Conventional),210,Standard Bank,90,Sunamganj,112,Sunamganj,210901128
Private Commercial Bank (Conventional),210,Standard Bank,91,Sylhet,031,Beanibazar,210910319
Private Commercial Bank (Conventional),210,Standard Bank,91,Sylhet,043,Bishwanath SME,210910430
Private Commercial Bank (Conventional),210,Standard Bank,91,Sylhet,154,Goalabazar SME,210911547
Private Commercial Bank (Conventional),210,Standard Bank,91,Sylhet,355,Sylhet,210913558
Private Commercial Bank (Conventional),210,Standard Bank,93,Tangail,229,Tangail,210932292
Foreign Commercial Bank,215,Standard Chartered Bank,10,Bogura,037,Bogura,215100379
Foreign Commercial Bank,215,Standard Chartered Bank,15,Chattogram,214,Chattogram Main,215152143
Foreign Commercial Bank,215,Standard Chartered Bank,15,Chattogram,553,Nasirabad,215155537
Foreign Commercial Bank,215,Standard Chartered Bank,26,Dhaka,124,Dhanmondi,215261247
Foreign Commercial Bank,215,Standard Chartered Bank,26,Dhaka,172,Gulshan,215261726
Foreign Commercial Bank,215,Standard Chartered Bank,26,Dhaka,190,Gulshan North,215261900
Foreign Commercial Bank,215,Standard Chartered Bank,26,Dhaka,253,Kawran Bazar,215262538
Foreign Commercial Bank,215,Standard Chartered Bank,27,Dhaka,424,Motijheel,215274247
Foreign Commercial Bank,215,Standard Chartered Bank,26,Dhaka,409,Savar,215264099
Foreign Commercial Bank,215,Standard Chartered Bank,47,Khulna,154,Khulna,215471545
Foreign Commercial Bank,215,Standard Chartered Bank,67,Narayanganj,118,Narayanganj,215671187
Foreign Commercial Bank,215,Standard Chartered Bank,91,Sylhet,367,Sylhet,215913674
Foreign Commercial Bank,220,State Bank of India,15,Chattogram,196,Chittagong,220151968
Foreign Commercial Bank,220,State Bank of India,27,Dhaka,151,Dhaka,220271514
Foreign Commercial Bank,220,State Bank of India,26,Dhaka,172,Gulshan,220261724
Foreign Commercial Bank,220,State Bank of India,47,Khulna,154,Khulna,220471543
Foreign Commercial Bank,220,State Bank of India,81,Rajshahi,193,Rajshahi,220811932
Foreign Commercial Bank,220,State Bank of India,91,Sylhet,355,Sylhet,220913551
Private Commercial Bank (Conventional),240,Trust Bank,01,Bagerhat,007,Bagerhat,240010076
Private Commercial Bank (Conventional),240,Trust Bank,01,Bagerhat,094,Mongla,240010942
Private Commercial Bank (Conventional),240,Trust Bank,03,Bandarban,004,Alikadam,240030043
Private Commercial Bank (Conventional),240,Trust Bank,03,Bandarban,013,Bandarban,240030135
Private Commercial Bank (Conventional),240,Trust Bank,06,Barishal,028,Barishal,240060284
Private Commercial Bank (Conventional),240,Trust Bank,06,Barishal,026,Barishal Cantonment,240060268
Private Commercial Bank (Conventional),240,Trust Bank,10,Bogura,037,Bogura,240100373
Private Commercial Bank (Conventional),240,Trust Bank,10,Bogura,043,Bogura Cantonment,240100436
Private Commercial Bank (Conventional),240,Trust Bank,10,Bogura,274,Sherpur,240102742
Private Commercial Bank (Conventional),240,Trust Bank,12,Brahmanbaria,010,Ashuganj,240120108
Private Commercial Bank (Conventional),240,Trust Bank,13,Chandpur,031,Chandpur,240130314
Private Commercial Bank (Conventional),240,Trust Bank,70,Chapainawabganj,025,Chapainawabganj,240700252
Private Commercial Bank (Conventional),240,Trust Bank,15,Chattogram,013,Agrabad,240150136
Private Commercial Bank (Conventional),240,Trust Bank,15,Chattogram,041,Amirabad,240150415
Private Commercial Bank (Conventional),240,Trust Bank,15,Chattogram,052,Anwara,240150523
Private Commercial Bank (Conventional),240,Trust Bank,15,Chattogram,241,Ashkar Dighir Par,240152413
Private Commercial Bank (Conventional),240,Trust Bank,15,Chattogram,148,CDA Avenue,240151485
Private Commercial Bank (Conventional),240,Trust Bank,15,Chattogram,199,Chattogram Cantonment,240151993
Private Commercial Bank (Conventional),240,Trust Bank,15,Chattogram,316,Halishahar,240153162
Private Commercial Bank (Conventional),240,Trust Bank,15,Chattogram,364,Jubilee Road,240153641
Private Commercial Bank (Conventional),240,Trust Bank,15,Chattogram,195,Kadamtali,240151951
Private Commercial Bank (Conventional),240,Trust Bank,15,Chattogram,427,Khatunganj,240154279
Private Commercial Bank (Conventional),240,Trust Bank,15,Chattogram,556,Naval Base,240155560
